StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q19,Q30,Q34,Q35,Q37,Q39,Q67,Q1,Q2,Q3,Q4,Q5,Q41,Q42,Q43,Q44,Q45,Q71,code 1,Q46_1,Q46_2,Q46_3,Q79,Q72,Q9,Q11,Q69,code 2,Q48_1,Q48_2,Q48_3,Q80,Q70,Q50,Q51,Q52,Q53,Q54,Q55,Q59,Q61,Q62,Q63,Q64,Q65,Q81,SC0,SC1,condition,Trust change
7/24/19 18:37,7/24/19 18:56,0,76.125.244.14,100,1142,1,7/24/19 18:56,R_2czo43axeb3YVMW,,,,,40.3052063,-79.54180145,anonymous,EN,1,2,1,7,"1,2,3,4",,1,1,1,2,1,3,1,1,1,2,2,I feel like theres really no good answer to this. But the best thing is to keep things as balanced as possible to prevent as many mistakes as possible,Both,416,1692,892,Because its the best balance between everything,7,3,1,"I think its important not to have systemic bias, but also understand the reality that blacks tend to have less support to fall back on and avoid falling back into the same bad ways that led them to jail in the first place. Which means i'd leave things in the middle.",Both,84,995,917,Because its the most fair to all parties involved.,7,6,7,3,6,7,6,3,female,2,1,5,6,No feedback,10,1,scenario,-1
7/24/19 18:25,7/24/19 18:57,0,184.61.192.209,100,1928,1,7/24/19 18:57,R_5hbY8BGOt63Icwx,,,,,44.66149902,-90.17900085,anonymous,EN,1,2,1,4,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I would prioritize not punishing those who may not reoffend.  While there is certainly a point where it's too much and you're letting too many dangerous people through, getting as many potentially positive members of society back out into the world seems like it would be the most beneficial way to go.",FP,416,1692,892,"I would say this is the best data to go by because it's the one that should be the most accurate overall.  It just seems like the most reasonable baseline to use and, when combined with judging the persons crimes individually, would likely lead to the most accurate results.",6,1,1,"I wouldn't put any specific bias based on race.  There are certainly factors that are more likely to influence people of specific races over one another, but just straight up basing it on race itself seems unreliable at best.",No bias,110,986,884,"I think minimizing the error should generally be the top priority, so that would be where my priorities would lie.",7,5,6,3,7,6,5,3,Male,2,1,5,6,"None in particular, everything worked as I expected and was easy to follow.",12,1,scenario,1
7/24/19 18:23,7/24/19 18:57,0,172.220.227.49,100,2066,1,7/24/19 18:57,R_1gngQy9yoI6Lo53,,,,,35.44689941,-79.13800049,anonymous,EN,1,2,1,3,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,It depends on the crime. If it is a violent offender who it putting innocent members of the public at risk it is more important to detain potential reoffenders. If they are non violent/non sexual crimes I think it is more important to not detain because the algorithm is clearly flawed and these people should be given the benefit of the doubt. ,Crime Type,416,1692,29,"Because while it certainly not fair to all, it has the least errors, so it the best we have for now.",3,1,1,"I think it is important to treat everyone equally without bias AND make the fewest mistakes possible. However, this seems impossible the way this is set up. ",Both,104,989,29,"It has the least errors. If we went with anything else to minimize the differences on the scale, even to be racially sensitive, we would get more prediction errors and and any good intentions we had would be canceled out. ",4,7,7,3,6,6,2,5,female,3,1,4,6,I think a 29% error rate is too high to for practical use for anyone to be fully confident to rely on this and each case should still be made on a case by case basis. This is absolutely one form of AI that should be taken as only as a slight guide at very best ,12,1,scenario,-1
7/24/19 18:25,7/24/19 18:58,0,73.150.82.47,100,1990,1,7/24/19 18:59,R_Btwx49FXJHedJV7,,,,,40.21539307,-74.74669647,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it is slightly more important to detain those who might reoffend.,Retain likely offenders,1000,387,1613,"It has a low number of False Negatives. In other words, a low number re-offenders.",6,1,1,It's most important to minimize the difference between the groups.,No bias,412,259,1651,It has a very low False Negative which I think is the most important category.,6,6,6,3,5,5,6,4,Male,3,5,5,5,n/a,12,1,data,1
7/24/19 18:40,7/24/19 19:05,0,67.186.115.76,100,1478,1,7/24/19 19:05,R_1mEjEJ4JlqIOv8n,,,,,41.59100342,-88.04840088,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think understanding the pattern to then see why people are committing crimes again, and where they are being rehabilitated is a great improvement to see where we can do a better job helping troubled individuals recover properly.",,416,1692,892,"The amount of errors has to be the lowest it could possibly be even if it lets some people slip through the cracks. Innocent people are the people who should be most considered, even if those people who were guilty in the past. My rational is based around plain accuracy, as that is the most important feature of this.",7,1,2,"I don't think race should be included at all in the prediction of recidivism, as much as the actual crime. Their race shouldn't matter, and it could be a biased stat based around the people who are arresting and convicting them, not the actual crimes they commit.",No bias,81,1011,408,It has the best balance with the least amount of errors.,7,7,7,3,7,7,6,3,male,2,1,5,6,none,11,1,data,1
7/24/19 18:50,7/24/19 19:08,0,73.167.138.231,100,1061,1,7/24/19 19:08,R_1owiElDSUdaKokN,,,,,43.8065033,-73.08820343,anonymous,EN,1,2,1,4,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"While I am inclined to give people the benefit of the doubt, if you do that, then you have only false negatives and true negatives and no positives. Therefore, I think it is the most ""ethical"", especially in regards to maximizing the effectiveness of tax payer money, by tuning it to have the lowest prediction error. Therefore, it will have to be somewhere in the middle with some false positives and also some false negatives.",Both,416,1692,892,"I think the model that I selected produces the best outcomes because it works 71% of the time. This is the most effective the model can get, in so far as at least reducing the prediction error. While there are some ""casualties"", especially with false positives, it does keep a lot of dangerous people off the streets and lets people who are not going to reoffend out of jail. It's not perfect, but it's the best that can be done with the available information. It also makes the best use of the algorithm in my opinion, so it best maximizes the efficacy of the dollars spent to use the algorithm, and also helps save judges time.",5,1,1,"I think it is more important to treat the two groups without bias. Even though by sliding it all the way to the right, there are fewer errors, it is unethical to judge people on the basis of race. So, I would definitely want to decrease disparity as much as possible.",No bias,67,1023,912,"I firmly believe that it is necessary to reduce bias. Even though there may be more incorrect predictions this way, I think it is more important to be ethical, which means that you must not judge on the basis of race.",7,7,7,3,7,7,2,3,female,4,2,5,5,interesting stuff,12,1,data,-2
7/24/19 19:00,7/24/19 19:08,0,198.208.46.83,100,480,1,7/24/19 19:08,R_2c8aoYMbnyhKgx2,,,,,42.55799866,-82.9980011,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"It is of utmost importance to detain people who have high potential to reoffend, even if it captures some that don't.  They were all there because a crime was committed.",Retain likely offenders,813,1073,1114,It seems evenly spread out with a low prediction error amount.,6,1,1,"The less mistakes are better, bias can be used because there is cultural differences that affect how someone may reoffend.",Errors,114,979,882,It is tuned to minimize the overall errors the most.,6,6,6,3,6,6,6,4,female,3,1,4,4,none,12,1,data,0
7/24/19 18:36,7/24/19 19:09,0,69.23.209.104,100,1983,1,7/24/19 19:09,R_2eWmjmj2s4HEV63,,,,,38.99240112,-84.64620209,anonymous,EN,1,2,1,4,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think it is most important to not detain anyone will not reoffend in the words of Jefferson: ""It is better for one hundred guilty men to go free than one innocent man to go to jail” ",FP,0,1937,1063,I could not abide a false positive - and falsely profiling someone who might not reoffend,6,1,1,"I think it is important to treat both groups without bias - but most importantly I would not make mistakes. Again, I feel it is important to not falsely profile someone. ",No bias,13,3,1014,I cannot justify falsely profiling any group of potential reoffenders. ,7,7,7,3,7,7,5,3,Male,4,1,8,5,Thank you,12,1,data,1
7/24/19 18:50,7/24/19 19:11,0,72.210.44.84,100,1254,1,7/24/19 19:11,R_2OGEsXl6EXUTnQg,,,,,31.35110474,-109.5447006,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think it would be most important to balance both of them.  Obviously, no one wants a criminal who will likely reoffend to go free, especially if it's likely to be a violent crime.  But for cases with non-violent crime such as drug use or theft, it would be horrible for a person to not get a second chance.",Both,416,1692,29%,"The prediction error rate is the lowest, therefore it would produce the most accurate outcomes possible.",7,1,1,"I think it's important to avoid bias when using the algorithm, first of all because there's only a slight percent difference in error when minimizing the differences versus minimizing the errors, and second because it's a form of discrimination and African Americans tend to get harsher punishments than White people do for the exact same crime.",No bias,80,1008,30%,"I chose the middle option because the prediction error rate was only 1% off from the minimum, so it wouldn't make much of a difference in accuracy and would at the same time help African Americans from being discriminated against.",6,7,7,3,7,7,2,3,Female,3,1,5,7,"Interesting HIT, thanks",12,1,scenario,-4
7/24/19 18:59,7/24/19 19:11,0,72.185.158.23,100,724,1,7/24/19 19:11,R_CdGF9NG7tcncurf,,,,,28.23199463,-82.73239899,anonymous,EN,1,2,1,3,"1,2,3,4",1,,3,3,3,3,3,3,3,3,1,1,I believe that it is most important to identify and detain all defendants who might poetentially reoffend,Retain likely offenders,50,50,0,It sets the bar in the middle for the best judgement,3,2,1,I regard the fewer mistakes as the higher goal regardless of race.,Errors,50,50,0,it disregards race and just looks at bare results ,4,3,2,3,2,2,2,6,male,3,1,3,5,no comments,1,1,data,-1
7/24/19 18:44,7/24/19 19:14,0,96.28.195.206,100,1834,1,7/24/19 19:14,R_2tankByyYoPgZG0,,,,,38.1842041,-85.83750153,anonymous,EN,1,2,1,4,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"The accuracy of the algorithm is most important.  So, a balance between the two goals would be what I value. ",Errors,416,1692,892,The algorithm is at its most accurate in this model.  I consider that the best outcome.  ,6,2,2,"There should be no bias, as that would be racist.  ",No bias,68,1022,905,It was the most accurate model with the lowest number of prediction errors.,5,5,5,3,5,5,4,3,Male,3,1,5,5,"I didn't see any error-disparity bar on the site, not one that I could adjust.  There was a little scatter plot, but I couldn't adjust it and it lacked detail so I wasn't clear on how to read it.  So all I could do was adjust the aggression bar and see the changes that made on the race disparities (the difference number).  If that is what I was supposed to do, your instructions were confusing, they made it sound like there should be a new adjustable bar once you click the race button.    ",10,1,scenario,0
7/24/19 18:46,7/24/19 19:15,0,184.90.92.184,100,1779,1,7/24/19 19:15,R_p61uyM2phD8Qupr,,,,,28.57269287,-80.82060242,anonymous,EN,1,2,1,3,"1,2,3,4",1,,1,1,2,1,3,2,2,2,1,1,it is important to keep the community safe but also to give people a chance to not reoffend. I think if a person is convicted of a non violent crime then they should be given a chance,,234,1833,104,it shows that people should be given a chance to not reoffend,5,3,1,There should be no bias when it comes to reoffend predictions it should be done as 1 group,No bias,281,870,32,it shows that white have a been chance of not reoffending,6,3,2,3,2,3,2,6,female,2,1,5,6,did not understand the tool very well but tried,5,1,data,-1
7/24/19 18:43,7/24/19 19:17,0,69.176.7.23,100,2053,1,7/24/19 19:17,R_etkQQshdvKXXDLb,,,,,37.5368042,-82.6332016,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"When restricted to the powers of the algorithm (and not, for example, reducing false positives and imposing harsher sentences to discourage false negatives), I think keeping false positives very low is the better choice, but also keeping an eye on the total negatives. For example, you don't want to spike the false negatives to some super high level.",FP,208,1856,936,"My goals with this algorithm are to make society just, and to reduce suffering for people who don't commit future crimes. I think this produces the best outcome because I keep the overall errors relatively low without locking people up who don't commit a future crime. I think work from another angle would have to happen to balance the false negatives, but I will have done a good job on my end with the algorithm.",6,1,1,"I think the disparity doesn't make much of a difference with how I'd use the algorithm when not considering race. I'm not sure one way or another how I would use disparity. I could see it making a small difference in predicting one way or another based on race, but I don't think the difference would be worth focusing on much because I would set the first algorithm setting to ""Identify fewer"".",,52,1037,929,"I think it minimizes the false positives by quite a lot. Similar to the first example, I think it keeps the prediction errors reasonable, while minimizing the false positives very well.",6,6,6,3,5,5,6,3,Male,3,1,5,6,No problems. The survey was set up nicely for understanding the content. There was one point when using the tool I was confused. Some pictures with a pointer along with the instructions would have helped.,12,1,data,1
7/24/19 18:49,7/24/19 19:24,0,72.48.39.110,100,2105,1,7/24/19 19:24,R_1OUimk8mTCNhxtN,,,,,31.07359314,-97.47270203,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I believe the true negatives, the ones who may not offend should be priority in not jailing them considering jailing people unnecessarily leads to more poverty overall down the line which increases crime in a vicious cycle. Also people who get out of jail have a hard time moving on in life so it is important to protect innocent people while we can. Not to mention there's too much for profit prison systems and people who come out harder after jail.",,416,1692,29,"Because it leads to the least amount of errors and with this kind of thing you want to be as accurate and fair as possible. These are peoples' lives and if we are going to make assumptions about THEIR future based on OTHERS, we need the least amount of errors we can manage.",4,1,1,"I believe its mostly important to minimize errors but err a little on the side of minimizing disparities because i believe every day black people are trying to catch up with white people financially and undo the poverty and crime they have been unfairly and disproportionately affected by. Historically they had no generational wealth, no education, and no rights and it has affected how much crime is in their communities.",Errors,106,988,29,It has very low prediction errors but also gives slight leniency to a healing black community giving black men more chances to stay in the lives of their families.,4,5,6,3,5,6,4,2,Female,2,2,3,2,Its better to just make the base payment the correct amount instead of hiding it in bonuses. This study is not 20 minutes its more towards 30 minutes and should be accurately reflected in the hit title. Also adjust timer to 2 hours rather than 1 because people accept hits and may not be able to start on them right away and this is one of the longer hits.,12,1,data,-2
7/24/19 19:00,7/24/19 19:26,0,71.82.202.43,100,1528,1,7/24/19 19:26,R_vDDwVITmhj2uB7b,,,,,41.97659302,-83.28040314,anonymous,EN,1,2,1,6,"1,2,3,4",,1,3,1,2,1,2,1,1,1,2,2,"I would value accuracy the most. While these tools can be very useful, they cannot be used to infringe on someones rights without cause. Thus I would value accuracy to properly identify people who would be at risk and try to take steps that would encourage behaviors that mitigate that risk.",Errors,416,1692,892,The model used that has the least errors will be the most useful tool. If someone not at risk is infringed on due to a faulty model it could backfire and make them more likely to reoffend.,6,1,1,"This is an ethical dilemma that has no real right answer. It is always best to minimize error. However, if the data required to minimize it uses racial demographics. It could be seen as racist. Personally I would stick with the engineering perspective and minimize error, but try to prevent disclosure of how it is achieved provided the methods aren't unethical.",Errors,60,1019,939,It gives the fewest overall errors.,6,6,6,5,6,6,4,3,male,3,1,2,5,The spelling on the final question before this one mispelled familiar as familiear,11,0,scenario,-2
7/24/19 19:13,7/24/19 19:26,0,97.120.120.224,100,774,1,7/24/19 19:26,R_DzQJoo2i0Fm3GLL,,,,,45.48039246,-122.5890961,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it's more important not to detain people who won't reoffend because that's needlessly destroying people's lives.,FP,79,1913,1008,It reduces the false positives to a minimal number so fewer people are hurt.,6,1,1,I think minimizing bias is most important because allowing bias in these cases has an impact in the communities the defendants come from.,Errors,51,1036,938,It minimizes both bias and false positives to be the most fair to innocent populations.,6,6,7,3,7,7,5,3,female,3,1,7,6,n/a,12,1,data,-1
7/24/19 19:05,7/24/19 19:28,0,24.153.48.30,100,1350,1,7/24/19 19:28,R_33CkXacQyP7zX3c,,,,,38.28109741,-77.12599945,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I think it's helpful to look at their history and take heed to common red flags.,,416,1692,892,Has the least amount of errors.,6,2,2,I think is a good thing to look at them differently as people of different cultures do things differently.,,114,978,887,Less are likely to reoffend.,5,5,5,3,3,3,5,4,Female,2,1,5,6,Thank You.,10,1,scenario,0
7/24/19 19:17,7/24/19 19:31,0,98.167.127.34,100,871,1,7/24/19 19:31,R_5i337K0F1fXHxf3,,,,,36.32650757,-115.339798,anonymous,EN,1,2,1,6,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,We should be creating programs for inmates to be able to transition to outside life by providing jobs and opportunities to eager past convicts,,354,1739,907,realistic model that takes into account low error prediction,6,2,2,it is most important to treat people equally because we are all equal and should be set to the same standard,No bias,122,969,881,low prediction error and maximizes the algorithm,6,6,5,3,5,6,5,3,male,3,1,5,5,thanks,10,1,scenario,-1
7/24/19 19:00,7/24/19 19:34,0,47.136.227.95,100,2045,1,7/24/19 19:34,R_4JhYEBdLRdzoJO1,,,,,34.05439758,-117.2555008,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I would try to achieve a balance with a leaning toward not detaining anyone who the algorithm predicts will not reoffend.,Both,311,159,911,"It seems to have the lesser amount of false positives, detaining the least amount of those who will not reoffend but are still detained.",6,1,1,The prediction errors rise dramatically when the disparity between the two groups is minimized so to keep those errors to a minimum there has to be some bias toward the larger group African-Americans. ,,80,1006,909,It actually minimizes the incorrect outcomes for both groups in my opinion,6,6,6,3,5,5,5,3,male,3,3,5,4,No comments,12,1,data,-1
7/24/19 19:04,7/24/19 19:36,0,184.152.175.254,100,1960,1,7/24/19 19:36,R_5oKcQxWkQbzvVzH,,,,,40.85960388,-73.93160248,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it's important to balance the interests involved here.  It's good to try to predict recidivism rates so that judges can tailor sentences and or parole conditions to each person according to their circumstances.  But it's also important not to unduly prejudice a person just because an algorithm puts someone in a high risk category for recidivism.  I think overall I favor giving leniency and the benefit of the doubt to a defendant so I lean toward limiting recidivism prediction when it comes to sentencing decisions.,Both,471,1625,30%,"I think it's best to focus overall on true negatives where the prediction correctly predicts a person will not reoffend.  This could help criminal defendants move out of the justice system quicker.  At the same time, the number of true positives outweigh the number of false positives, but overall the tool is better at predicting true negatives in general, so I think the values I selected will correctly focus attention at finding true negatives, while its usefulness at finding true positives or false positives in general will be limited.  I don't want this prediction algorithm to become seen as reliable enough at finding true positives such that judges can use this information against defendants.",6,1,2,It's most important to limit bias.  Justice is supposed to be blind.  Race is not a valid reason for the justice system to produce different outcomes.,No bias,60,1019,939,"These settings help maximize true negatives which I believe is important to focus on.  Also, the settings minimize the disparity between African and White Americans when it comes to false positives and false negatives.  Having false predictions are never good, but at least minimizing the race factor is something that should be done.",7,6,7,3,5,6,5,4,male,4,4,8,5,no,11,1,data,-1
7/24/19 19:10,7/24/19 19:39,0,97.73.84.91,100,1786,1,7/24/19 19:39,R_2EuaFjVwZtfUwEP,,,,,37.75100708,-97.8219986,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think striking a balance is important, as is common sense. The type of offense should be factored in when making a decision about detainment. For example, if someone nearly beat another person to death, and you suspect a re-offense, then it makes sense to detain. If someone is arrested for a minor drug offense, then the reverse should be true.",Both,416,1692,892,"This is the lowest you can get the prediction errors. The way I see it, overall accuracy is the most important goal to strive for. Any time you attempt to improve true positives or negatives further you end up with more prediction errors.",6,1,1,"I lean towards maximizing accuracy. That is the whole point of this. If you attempt to adjust to balance racial disparities in spite of the drop in accuracy, then you're just shooting yourself in the foot.",Errors,68,1022,905,I look at it in terms of overall accuracy. 905 prediction errors is the absolute lowest you can go. I can't see the logic in using any model that is going to produce more errors.,6,5,6,3,5,6,5,4,Male,2,1,2,3,"I understand the idea of trying to treat people equally, but with an algorithm like this I believe the overall goal should be maximizing accuracy.",12,1,data,0
7/24/19 19:17,7/24/19 19:45,0,98.232.200.31,100,1685,1,7/24/19 19:45,R_27Vh8LIOni5GLGl,,,,,45.54719543,-122.6417007,anonymous,EN,1,2,1,4,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think utilizing every piece of information in the algorithm is important to try to *accurately* predict criminal behavior. That said, it can not be used as a tool to detain people who may *potentially* commit crimes because it is still imperfect and nothing can predict crime with 100% accuracy. It can and should, however, be used to monitor potential, serious risks in a way that does not infringe upon people's basic rights. ",Errors,416,1692,892,Because it decreases the amount of prediction errors,7,2,2,"It is absolutely most important to treat both groups without bias, not only because it's immoral not to, but also because the amount of incorrect predictions also drops when you do",No bias,110,986,884,"Because it was the most fair and also produced the least amount of prediction errors
",4,6,7,3,7,6,4,3,female,3,1,5,7,"I don't, thank you",10,1,data,0
7/24/19 19:34,7/24/19 19:59,0,184.102.136.80,100,1490,1,7/24/19 19:59,R_3rSpnIqP3BmX7F1,,,,,38.78590393,-94.2440033,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I think it would be most important to identify those who might reoffend in the hopes of rehabilitating them.,Retain likely offenders,416,1692,892,It has the least amount of prediction errors of all scenarios.,6,1,1,"I would minimize disparity. There is not much difference between an error prediction percentage of 29 or 30 percent, therefore it seems better to minimize disparity and treat the groups as equally as possible.",No bias,67,1023,912,It still has a very low prediction error percentage and decreases disparity as much as possible between the two groups.,6,6,6,3,6,6,5,5,female,4,1,2,2,no comments,12,1,data,0
7/24/19 19:39,7/24/19 20:03,0,98.160.177.125,100,1420,1,7/24/19 20:03,R_32PC7mKPjzJgIgg,,,,,36.09069824,-115.0886002,anonymous,EN,1,2,1,2,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I do not believe we should detain anyone who not reoffended.  I feel that is trying to predict the future which we cannot do.  I think we should find a healthy balance but i'm afraid this is something that will always be very hard to predict.,FP,234,1833,933,"I just feel that it should be a bit geared toward optimism and hoping that someone won't re-offend.  So, I went with a slightly increased level of Identify fewer to keep the re-offenders detained if necessary but also giving hope to some others.",5,2,1,I believe we should treat both groups without bias.  This may be a problem because we won't get that many re-offenders but eventually they will be caught and I feel than they should have a heft sentence for that.,No bias,67,1019,918,"I thought this was the best of both worlds its a bit geared toward ""fewer"" but it has a middle ground where you can keep certain offenders detained depending on race but not actually going out of your way to catch everyone and causing more problems.",5,5,5,3,3,4,3,3,Male,3,1,5,6,None,11,1,scenario,1
7/24/19 19:30,7/24/19 20:04,0,73.110.46.237,100,2028,1,7/24/19 20:04,R_29iceubGGijAgit,,,,,41.87989807,-87.97820282,anonymous,EN,1,2,1,5,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I believe it is important to balance those two goals. I would suggest making decisions on who to detain by reviewing how many times they have been incarcerated. In my opinion, someone will be more likely to reoffend when he or she has been in jail more times.",FP,92,1906,1002,"It is obvious people will commit more crimes after being released because they will fear prison less once they have been in there. Therefore, I think it is better to let them out of prison and assume they will NOT reoffend than keeping them in there longer without any rehabilition. Also, it keeps prediction errors lower than assuming they WILL reoffend.",7,2,2,I think it is important to balance the two cases. There would be more problems with the public if any bias is shown.,Both,170/56,810/1034,930,It would produce less disparity errors and help keep public image in good standing.,6,5,6,6,6,6,6,3,m,3,5,7,5,Thanks. WIll leave a review. good luck,10,0,data,1
7/24/19 19:47,7/24/19 20:06,0,24.127.162.43,100,1170,1,7/24/19 20:06,R_1pMfnKmGLBq7RnA,,,,,42.68299866,-83.38800049,anonymous,EN,1,2,1,2,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,"I think there needs to be a balance, so as not to let out those who will offend again, but also to let out those who are not likely to offend",Both,416,1692,892,"I tried to balance it as much as possible, but am not sure I like any of my options",5,2,2,"I think it needs to be a mix of the two, remove bias as much as possible, but also make fewer mistakes",Both,288,450,1186,I think this was keeping the disparity pretty low,5,3,5,3,5,5,2,4,female,4,1,5,2,none,10,1,data,0
7/24/19 19:26,7/24/19 20:12,0,71.91.80.50,100,2733,1,7/24/19 20:12,R_2wLABZTMmO5ORsi,,,,,34.1920929,-86.19409943,anonymous,EN,1,2,1,3,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I believe a fair balance between the two goals needs to be found to minimize the detainment of false positives and and the release of false negatives.,Both,529,1561,910,It is a midpoint between the two but focuses slightly more on ensuring that people who are not going to reoffend aren't being detained for longer than necessary.,5,1,1,I would value finding a way to balance the two because race isn't a good indicator of recidivism. ,Both,110,986,884,This option seems to focus more on error rate than racial differences.,5,6,5,3,7,6,3,4,Female,2,1,5,6,None at this time,12,1,scenario,0
7/24/19 19:18,7/24/19 20:15,0,196.19.156.138,100,3391,1,7/24/19 20:15,R_2R9QoT7ATxEDiBt,,,,,39.09970093,-94.57859802,anonymous,EN,1,2,1,7,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"According to me,the algorithm is important to identify and detain all defendants who might potentially re-offend but it also showed minimum incorrect results in tool.Among 3000 defendants,30% are incorrect results which is not fair.It has to modified to show some great results.",Errors,416,1692,892,It because it shows less INCORRECT results when compared it to others while adjusting the tool.,7,2,1,"According to me,it is important to treat the two groups of defendants without bias.",No bias,72,1012,416,As i said before it shows less incorrect results,6,7,7,3,7,7,7,3,female,3,1,5,5,None,11,1,scenario,0
7/24/19 19:35,7/24/19 20:17,0,96.235.39.174,100,2471,1,7/24/19 20:17,R_uy4oY7eL9JxAQ6d,,,,,40.47349548,-79.95580292,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,"I think a balance is most important, maybe leaning towards fewer false positives. Correctly identifying offenders who will reoffend is obviously important - if a future crime can be prevented by keeping a likely reoffender locked up, then that is optimal. However, people who have committed crimes are still people, and plenty of criminals change while they are serving their sentences. To keep someone locked up who is a changed person and has no intention of committing further crimes is inhumane.",Both,416,1692,892,"I chose the model with the lowest number of incorrect predictions of any kind (29% incorrect). Statistically speaking, I think it whatever has the lowest errors should be considered the ""best"" even if numerically the outcomes aren't equal.",7,1,1,"I think it's important to treat the two groups with as little bias as possible, while also trying to maintain a reasonably low percentage incorrect, so somehow balancing them is best I think. It's unjust to treat racial groups with bias, but it's also unjust in a sense to make too many mistakes in either false positives or negatives.",Both,288,620,1186,"This one is the best I think because the number of prediction errors hasn't been raised too high from the lowest (39%) and the disparity in false positives and negatives is very low (difference of 1 for false positives and 3 for false negatives), thus optimizing a ""balance"".",7,6,7,3,6,6,5,3,Female,3,4,5,6,This was a more demanding study than usual but I enjoyed it.,12,1,scenario,0
7/24/19 20:07,7/24/19 20:34,0,71.233.180.210,100,1627,1,7/24/19 20:34,R_1K0ZDSTMJ5d9tMV,,,,,42.65249634,-71.68959808,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,1,2,I believe it needs to be balanced you can't not let someone who might not reoffend out of prison because his demographics put him at high risk to reoffend. Maybe higher risk individuals could be monitored more closely when released.,Both,529,1561,910,The true negative value to me is important because it lets people out should not reoffend out and it seems to be a fair amount of people at this level.,7,1,1,I believe that you do have to use some bias towards if one race would be at a higher risk of offending. I would even consider tatoos and other symbols as way to identify higher risk reoffenders. ,Errors,227,757,1066,"It looks to be fair, slightly less whites are selected than African Americans. The prediction error rate is on the low side which I think is very important.",7,7,7,3,7,7,6,4,male,3,1,5,6,"good survey. than you for opportunity, very interesting",11,1,data,0
7/24/19 21:15,7/24/19 21:55,0,172.58.108.242,100,2359,1,7/24/19 21:55,R_3QRgxEBep3il0A2,,,,,32.75369263,-96.83670044,anonymous,EN,1,2,1,5,"1,2,3,4",,1,1,1,2,1,2,1,1,1,2,2,I'd prefer to detain all defendants might potentially reoffend to help keep society somewhat safer.,Retain likely offenders,1063,0,1937,"Since it would potentially reduce crime by keeping the reoffenders off the streets and in jail, society should be safer.",6,2,1,"I think it's more important to treat the groups without any racial bias, we're only concerned with reoffenders and not their skin color while minimizing the false positives.",No bias,227,757,1066,I tried to balance it somewhat while still maintaining some accuracy.,6,6,7,3,6,6,6,6,Male,3,1,5,1,N/A,11,1,scenario,1
7/24/19 21:46,7/24/19 22:03,0,104.11.61.83,100,998,1,7/24/19 22:03,R_3s4k6kAbnE3wsFa,,,,,37.95770264,-122.0756989,anonymous,EN,1,2,1,6,"1,2,3,4",1,,1,1,2,1,2,1,1,1,2,2,I believe that I most value the findings from historical data regarding past individuals.  I think that data should be used to make decisions about how to treat current individuals.,,416,1692,892,I believe that this model is best because it shows the minimum prediction error and focuses on a 4-to-1 ration between true negatives (which are good for society) versus true positives (which are bad for society),7,1,1,"Once again, I value historical data as I think that it gives everyone real information to use in making decisions.   I believe that this data should be able to be separated at the race level to better understand potential disparities between white and black individuals.",,227,757,1066,I think that this model produces the best outcomes as it has the smallest disparity between white and african-americans and I think that it is important to keep disparity small.,7,6,7,3,7,6,7,5,Male,4,1,5,5,Thanks for the opportunity to participate and good luck with your research!,12,1,data,1
